SNo,District Code,Block Code,FTO No.,Financial Institution,Signatory Date,No of Transaction,Amount(In Rs.),No of Transaction Processed,Amount(In Rs.),No of Transaction Rejected,Amount(In Rs.),Total Processed Amount(In Rs.),No of Invalid Account
7671,212,212014,AP0212014_240622APB_FTO_105046,Bank,24-06-2022,1,124574,125,124574,0,0,124574,0
7672,212,212011,AP0212011_240622APB_FTO_105050,Bank,24-06-2022,1,375990,347,374817,1,1173,374817,0
7673,212,212024,AP0212024_240622APB_FTO_105086,Bank,24-06-2022,1,481543,580,469480,13,12063,469480,0
7674,212,212026,AP0212026_240622FTO_105200,Bank,24-06-2022,1,77749,66,74870,2,2879,74870,0
7675,212,212026,AP0212026_240622APB_FTO_105248,Bank,24-06-2022,1,400209,356,396616,3,3593,396616,0
7676,212,212032,AP0212032_240622FTO_105250,Bank,25-06-2022,1,24530,21,24530,0,0,24530,0
7677,212,212032,AP0212032_240622APB_FTO_105264,Bank,25-06-2022,1,91473,96,91473,0,0,91473,0
7678,212,212005,AP0212005_240622FTO_105321,Bank,24-06-2022,1,116601,183,116201,1,400,116201,0
7679,212,212026,AP0212026_240622FTO_105351,Bank,24-06-2022,1,3084,2,3084,0,0,3084,0
7680,212,212026,AP0212026_240622APB_FTO_105357,Bank,24-06-2022,1,6168,4,6168,0,0,6168,0
7681,212,212005,AP0212005_240622APB_FTO_105373,Bank,24-06-2022,1,511820,790,507176,9,4644,507176,0
7682,212,212005,AP0212005_240622APB_FTO_105388,Bank,24-06-2022,1,173289,189,168579,4,4710,168579,0
7683,212,212007,AP0212007_240622FTO_105389,Bank,24-06-2022,1,11221,13,11221,0,0,11221,0
7684,212,212003,AP0212003_240622FTO_105390,Bank,24-06-2022,1,35877,48,35095,1,782,35095,0
7685,212,212003,AP0212003_240622APB_FTO_105398,Bank,24-06-2022,1,192970,265,191781,2,1189,191781,0
7686,212,212007,AP0212007_240622APB_FTO_105428,Bank,24-06-2022,1,116056,119,116056,0,0,116056,0
7687,212,212018,AP0212018_240622FTO_105588,Bank,24-06-2022,1,18305,15,18305,0,0,18305,0
7688,212,212018,AP0212018_240622APB_FTO_105608,Bank,24-06-2022,1,762282,698,760797,1,1485,760797,0
7689,212,212025,AP0212025_240622APB_FTO_105610,Bank,24-06-2022,1,71140,47,66514,3,4626,66514,0
7690,212,212018,AP0212018_240622FTO_105623,Bank,24-06-2022,1,86592,80,84493,2,2099,84493,0
7691,212,212025,AP0212025_240622APB_FTO_105626,Bank,24-06-2022,1,122586,120,121967,1,619,121967,0
7692,212,212025,AP0212025_240622APB_FTO_105632,Bank,24-06-2022,1,89149,83,89149,0,0,89149,0
7693,212,212018,AP0212018_240622APB_FTO_105634,Bank,24-06-2022,1,103996,96,101928,2,2068,101928,0
7694,212,212025,AP0212025_240622APB_FTO_105638,Bank,24-06-2022,1,113854,89,112312,1,1542,112312,0
7695,212,212022,AP0212022_240622FTO_105640,Bank,24-06-2022,1,142150,114,138070,4,4080,138070,0
7696,212,212025,AP0212025_240622FTO_105654,Bank,24-06-2022,1,185080,131,178072,5,7008,178072,0
7697,212,212025,AP0212025_240622FTO_105655,Bank To Cooperative,24-06-2022,1,2574,0,0,0,0,0,0
7698,212,212022,AP0212022_240622APB_FTO_105659,Bank,24-06-2022,1,561260,451,548502,11,12758,548502,0
7699,212,212002,AP0212002_240622APB_FTO_105677,Bank,24-06-2022,1,458214,366,449339,7,8875,449339,0
7700,212,212002,AP0212002_240622APB_FTO_105689,Bank,24-06-2022,1,357965,282,349056,7,8909,349056,0
7701,212,212021,AP0212021_240622FTO_105708,Bank,24-06-2022,1,41647,40,41159,1,488,41159,0
7702,212,212002,AP0212002_240622FTO_105710,Bank,24-06-2022,1,202438,158,201092,1,1346,201092,0
7703,212,212021,AP0212021_240622APB_FTO_105734,Bank,24-06-2022,1,339304,326,337626,2,1678,337626,0
7704,212,212010,AP0212010_240622FTO_105741,Bank,24-06-2022,1,229829,174,224312,4,5517,224312,0
7705,212,212013,AP0212013_240622FTO_105746,Bank,24-06-2022,1,29586,30,29586,0,0,29586,0
7706,212,212010,AP0212010_240622APB_FTO_105755,Bank,24-06-2022,1,1024168,787,1012439,9,11729,1012439,0
7707,212,212010,AP0212010_240622APB_FTO_105757,Bank,24-06-2022,1,83538,62,82212,1,1326,82212,0
7708,212,212010,AP0212010_240622FTO_105759,Bank To Cooperative,13-07-2022,1,1145,0,0,0,0,0,0
7709,212,212014,AP0212014_240622FTO_105764,Bank,24-06-2022,1,6282,6,5584,1,698,5584,0
7710,212,212013,AP0212013_240622APB_FTO_105770,Bank,24-06-2022,1,460114,459,458216,2,1898,458216,0
7711,212,212020,AP0212020_240622FTO_105770,Bank,24-06-2022,1,66189,59,66189,0,0,66189,0
7712,212,212013,AP0212013_240622FTO_105774,Bank,24-06-2022,1,3765,3,3765,0,0,3765,0
7713,212,212013,AP0212013_240622APB_FTO_105775,Bank,24-06-2022,1,20080,16,20080,0,0,20080,0
7714,212,212014,AP0212014_240622APB_FTO_105842,Bank,24-06-2022,1,88999,92,88999,0,0,88999,0
7715,212,212020,AP0212020_240622APB_FTO_105849,Bank,24-06-2022,1,542757,470,538811,5,3946,538811,0
7716,212,212008,AP0212008_240622FTO_105852,Bank,24-06-2022,1,22603,17,22603,0,0,22603,0
7717,212,212020,AP0212020_240622FTO_105863,Bank,24-06-2022,1,12020,10,11016,1,1004,11016,0
7718,212,212020,AP0212020_240622APB_FTO_105866,Bank,24-06-2022,1,88880,84,86872,2,2008,86872,0
7719,212,212008,AP0212008_240622APB_FTO_105884,Bank,24-06-2022,1,556030,469,550776,6,5254,550776,0
7720,212,212011,AP0212011_240622FTO_105907,Bank,24-06-2022,1,34081,33,32940,1,1141,32940,0
7721,212,212011,AP0212011_240622APB_FTO_105917,Bank,24-06-2022,1,349604,352,348891,1,713,348891,0
7722,212,212017,AP0212017_240622FTO_105926,Bank To Cooperative,24-06-2022,1,705,0,0,0,0,0,0
7723,212,212017,AP0212017_240622APB_FTO_105937,Bank,24-06-2022,1,284620,277,280776,3,3844,280776,0
7724,212,212017,AP0212017_240622FTO_105939,Bank,24-06-2022,1,37439,37,37439,0,0,37439,0
7725,212,212017,AP0212017_240622APB_FTO_105942,Bank,24-06-2022,1,288194,283,287019,1,1175,287019,0
7726,212,212022,AP0212022_250622FTO_105985,Bank,25-06-2022,1,55768,44,53174,2,2594,53174,0
7727,212,212022,AP0212022_250622APB_FTO_105988,Bank,25-06-2022,1,269721,220,267251,2,2470,267251,0
7728,212,212034,AP0212034_250622FTO_106106,Bank,25-06-2022,1,40673,37,38423,2,2250,38423,0
7729,212,212027,AP0212027_250622FTO_106109,Bank,25-06-2022,1,32496,23,31142,1,1354,31142,0
7730,212,212034,AP0212034_250622APB_FTO_106115,Bank,25-06-2022,1,125085,119,123644,1,1441,123644,0
7731,212,212027,AP0212027_250622APB_FTO_106124,Bank,25-06-2022,1,481768,371,481768,0,0,481768,0
7732,212,212027,AP0212027_250622APB_FTO_106139,Bank,25-06-2022,1,995572,791,990156,4,5416,990156,0
7733,212,212025,AP0212025_250622FTO_106150,Bank,25-06-2022,1,30238,50,30238,0,0,30238,0
7734,212,212027,AP0212027_250622APB_FTO_106155,Bank,25-06-2022,1,691976,617,681903,9,10073,681903,0
7735,212,212025,AP0212025_250622APB_FTO_106164,Bank,25-06-2022,1,184578,251,184278,2,300,184278,0
7736,212,212025,AP0212025_250622FTO_106168,Bank To Cooperative,25-06-2022,1,150,0,0,0,0,0,0
7737,212,212017,AP0212017_250622FTO_106169,Bank,25-06-2022,1,15368,15,15368,0,0,15368,0
7738,212,212017,AP0212017_250622APB_FTO_106180,Bank,25-06-2022,1,212026,238,209634,2,2392,209634,0
7739,212,212017,AP0212017_250622FTO_106182,Bank To Cooperative,25-06-2022,1,236,0,0,0,0,0,0
7740,212,212016,AP0212016_250622FTO_106265,Bank,25-06-2022,1,42512,37,40970,1,1542,40970,0
7741,212,212016,AP0212016_250622APB_FTO_106267,Bank,25-06-2022,1,148945,135,147095,2,1850,147095,0
7742,212,212032,AP0212032_250622FTO_106378,Bank,25-06-2022,1,55118,44,52502,2,2616,52502,0
7743,212,212032,AP0212032_250622APB_FTO_106396,Bank,25-06-2022,1,234568,219,231818,2,2750,231818,0
7744,212,212013,AP0212013_250622FTO_106462,Bank,25-06-2022,1,15896,17,15478,2,418,15478,0
7745,212,212013,AP0212013_250622APB_FTO_106469,Bank,25-06-2022,1,166620,154,165078,1,1542,165078,0
7746,212,212018,AP0212018_250622APB_FTO_106517,Bank,25-06-2022,1,860051,790,849427,9,10624,849427,0
7747,212,212018,AP0212018_250622FTO_106529,Bank,25-06-2022,1,65283,62,63804,2,1479,63804,0
7748,212,212018,AP0212018_250622APB_FTO_106536,Bank,25-06-2022,1,117180,116,116222,1,958,116222,0
7749,212,212013,AP0212013_250622FTO_106568,Bank,25-06-2022,1,18248,18,18248,0,0,18248,0
7750,212,212013,AP0212013_250622APB_FTO_106574,Bank,25-06-2022,1,174470,189,174470,0,0,174470,0
7751,212,212008,AP0212008_250622FTO_106798,Bank,25-06-2022,1,32661,26,32661,0,0,32661,0
7752,212,212019,AP0212019_250622FTO_106798,Bank,25-06-2022,1,15860,11,15860,0,0,15860,0
7753,212,212008,AP0212008_250622APB_FTO_106868,Bank,25-06-2022,1,487235,425,487235,0,0,487235,0
7754,212,212011,AP0212011_250622FTO_106875,Bank,25-06-2022,1,730,1,730,0,0,730,0
7755,212,212011,AP0212011_250622APB_FTO_106882,Bank,25-06-2022,1,62353,73,60960,1,1393,60960,0
7756,212,212019,AP0212019_250622APB_FTO_106883,Bank,25-06-2022,1,164161,123,161173,2,2988,161173,0
7757,212,212021,AP0212021_250622FTO_106884,Bank,25-06-2022,1,45146,39,41066,4,4080,41066,0
7758,212,212032,AP0212032_250622FTO_106900,Bank,25-06-2022,1,49167,33,49167,0,0,49167,0
7759,212,212032,AP0212032_250622FTO_106912,Bank,25-06-2022,1,25443,9,25443,0,0,25443,0
7760,212,212032,AP0212032_250622APB_FTO_106916,Bank,25-06-2022,1,332746,248,328226,4,4520,328226,0
7761,212,212021,AP0212021_250622APB_FTO_106917,Bank,25-06-2022,1,342592,305,340656,2,1936,340656,0
7762,212,212032,AP0212032_250622APB_FTO_106919,Bank,25-06-2022,1,7196,2,7196,0,0,7196,0
7763,212,212022,AP0212022_250622FTO_107099,Bank,25-06-2022,1,134647,116,133160,1,1487,133160,0
7764,212,212016,AP0212016_250622FTO_107104,Bank,25-06-2022,1,126499,104,125114,1,1385,125114,0
7765,212,212016,AP0212016_250622APB_FTO_107110,Bank,25-06-2022,1,407668,378,406664,1,1004,406664,0
7766,212,212005,AP0212005_250622FTO_107112,Bank,25-06-2022,1,12154,14,12154,0,0,12154,0
7767,212,212022,AP0212022_250622APB_FTO_107116,Bank,25-06-2022,1,512118,444,498644,13,13474,498644,0
7768,212,212005,AP0212005_250622APB_FTO_107123,Bank,25-06-2022,1,175070,179,174270,1,800,174270,0
7769,212,212025,AP0212025_250622FTO_107204,Bank,25-06-2022,1,21588,7,21588,0,0,21588,0
7770,212,212025,AP0212025_250622APB_FTO_107205,Bank,25-06-2022,1,6168,2,6168,0,0,6168,0
7771,212,212006,AP0212006_250622FTO_107374,Bank,25-06-2022,1,70491,70,70491,0,0,70491,0
7772,212,212010,AP0212010_250622FTO_107381,Bank,25-06-2022,1,108233,91,103928,4,4305,103928,0
7773,212,212006,AP0212006_250622APB_FTO_107393,Bank,25-06-2022,1,370260,323,367737,2,2523,367737,0
7774,212,212010,AP0212010_250622APB_FTO_107394,Bank,25-06-2022,1,699212,589,694174,4,5038,694174,0
7775,212,212008,AP0212008_250622FTO_107433,Bank,25-06-2022,1,2380,2,2380,0,0,2380,0
7776,212,212008,AP0212008_250622APB_FTO_107437,Bank,25-06-2022,1,89638,79,89638,0,0,89638,0
7777,212,212032,AP0212032_250622FTO_107481,Bank,28-06-2022,1,12879,13,11041,2,1838,11041,0
7778,212,212022,AP0212022_250622FTO_107482,Bank,27-06-2022,1,42076,34,42076,0,0,42076,0
7779,212,212032,AP0212032_250622APB_FTO_107483,Bank,28-06-2022,1,82169,98,81025,1,1144,81025,0
7780,212,212022,AP0212022_250622APB_FTO_107484,Bank,27-06-2022,1,141339,121,136600,4,4739,136600,0
7781,212,212002,AP0212002_250622FTO_107512,Bank,25-06-2022,1,132281,106,126539,4,5742,126539,0
7782,212,212022,AP0212022_250622FTO_107516,Bank,27-06-2022,1,6325,5,6325,0,0,6325,0
7783,212,212022,AP0212022_250622APB_FTO_107517,Bank,27-06-2022,1,16445,13,16445,0,0,16445,0
7784,212,212002,AP0212002_250622APB_FTO_107520,Bank,25-06-2022,1,509667,449,497399,11,12268,497399,0
7785,212,212027,AP0212027_260622FTO_107591,Bank,26-06-2022,1,20365,16,20365,0,0,20365,0
7786,212,212027,AP0212027_260622APB_FTO_107592,Bank,26-06-2022,1,143372,116,143372,0,0,143372,0
7787,212,212032,AP0212032_260622FTO_107606,Bank,28-06-2022,1,1542,1,1542,0,0,1542,0
7788,212,212032,AP0212032_260622APB_FTO_107607,Bank,28-06-2022,1,4626,3,4626,0,0,4626,0
7789,212,212016,AP0212016_260622FTO_107621,Bank,27-06-2022,1,73669,49,72127,1,1542,72127,0
7790,212,212016,AP0212016_260622APB_FTO_107623,Bank,27-06-2022,1,154669,133,154669,0,0,154669,0
7791,212,212032,AP0212032_260622FTO_107634,Bank,28-06-2022,1,6682,2,6682,0,0,6682,0
7792,212,212032,AP0212032_260622APB_FTO_107635,Bank,28-06-2022,1,24158,11,24158,0,0,24158,0
7793,212,212016,AP0212016_260622FTO_107640,Bank,27-06-2022,1,2236,2,2236,0,0,2236,0
7794,212,212025,AP0212025_260622FTO_107715,Bank,26-06-2022,1,1476,1,1476,0,0,1476,0
7795,212,212025,AP0212025_260622APB_FTO_107716,Bank,26-06-2022,1,13284,9,13284,0,0,13284,0
7796,212,212014,AP0212014_260622FTO_107834,Bank,26-06-2022,1,41923,24,40381,1,1542,40381,0
7797,212,212014,AP0212014_260622APB_FTO_107838,Bank,26-06-2022,1,112936,77,112936,0,0,112936,0
7798,212,212026,AP0212026_260622FTO_108005,Bank,26-06-2022,1,107217,81,104481,2,2736,104481,0
7799,212,212026,AP0212026_260622APB_FTO_108008,Bank,26-06-2022,1,345170,281,341066,3,4104,341066,0
7800,212,212017,AP0212017_260622FTO_108013,Bank,26-06-2022,1,4667,4,4667,0,0,4667,0
7801,212,212017,AP0212017_260622APB_FTO_108016,Bank,26-06-2022,1,52061,40,49030,2,3031,49030,0
7802,212,212004,AP0212004_270622FTO_108094,Bank,27-06-2022,1,1658,2,1658,0,0,1658,0
7803,212,212004,AP0212004_270622APB_FTO_108095,Bank,27-06-2022,1,5803,7,5803,0,0,5803,0
7804,212,212004,AP0212004_270622FTO_108107,Bank,28-06-2022,1,5508,9,5508,0,0,5508,0
7805,212,212004,AP0212004_270622APB_FTO_108108,Bank,28-06-2022,1,11220,20,11220,0,0,11220,0
7806,212,212034,AP0212034_270622APB_FTO_108158,Bank,27-06-2022,1,8600,11,8600,0,0,8600,0
7807,212,212016,AP0212016_270622FTO_108209,Bank,27-06-2022,1,24528,15,22986,1,1542,22986,0
7808,212,212009,AP0212009_270622FTO_108216,Bank,27-06-2022,1,53726,62,53726,0,0,53726,0
7809,212,212016,AP0212016_270622FTO_108217,Bank,27-06-2022,1,35322,23,35322,0,0,35322,0
7810,212,212016,AP0212016_270622APB_FTO_108219,Bank,27-06-2022,1,173834,112,170822,2,3012,170822,0
7811,212,212009,AP0212009_270622APB_FTO_108227,Bank,27-06-2022,1,618755,718,616939,3,1816,616939,0
7812,212,212011,AP0212011_270622FTO_108296,Bank,27-06-2022,1,26556,29,26556,0,0,26556,0
7813,212,212011,AP0212011_270622APB_FTO_108312,Bank,27-06-2022,1,305754,318,301805,4,3949,301805,0
7814,212,212011,AP0212011_270622FTO_108316,Bank,27-06-2022,1,16645,13,16645,0,0,16645,0
7815,212,212014,AP0212014_270622FTO_108334,Bank,29-06-2022,1,23130,15,23130,0,0,23130,0
7816,212,212014,AP0212014_270622APB_FTO_108337,Bank,29-06-2022,1,30840,20,30840,0,0,30840,0
7817,212,212034,AP0212034_270622FTO_108506,Bank,27-06-2022,1,33297,31,33297,0,0,33297,0
7818,212,212034,AP0212034_270622APB_FTO_108514,Bank,27-06-2022,1,109228,102,109228,0,0,109228,0
7819,212,212034,AP0212034_270622APB_FTO_108518,Bank,27-06-2022,1,91131,80,91131,0,0,91131,0
7820,212,212010,AP0212010_270622APB_FTO_108667,Bank,27-06-2022,1,136554,172,136554,0,0,136554,0
7821,212,212010,AP0212010_270622FTO_108670,Bank,27-06-2022,1,18302,25,18302,0,0,18302,0
7822,212,212024,AP0212024_270622FTO_108677,Bank,27-06-2022,1,53471,49,51875,2,1596,51875,0
7823,212,212023,AP0212023_270622FTO_108732,Bank,27-06-2022,1,232329,183,226984,4,5345,226984,0
7824,212,212024,AP0212024_270622FTO_108739,Bank To Cooperative,05-07-2022,1,2001,0,0,0,0,0,0
7825,212,212023,AP0212023_270622APB_FTO_108750,Bank,27-06-2022,1,62273,46,62273,0,0,62273,0
7826,212,212011,AP0212011_270622FTO_108760,Bank,27-06-2022,1,75167,64,75167,0,0,75167,0
7827,212,212023,AP0212023_270622APB_FTO_108767,Bank,27-06-2022,1,145599,111,144874,1,725,144874,0
7828,212,212023,AP0212023_270622APB_FTO_108794,Bank,27-06-2022,1,111315,97,110151,1,1164,110151,0
7829,212,212011,AP0212011_270622APB_FTO_108795,Bank,27-06-2022,1,582691,491,569985,11,12706,569985,0
7830,212,212024,AP0212024_270622APB_FTO_108796,Bank,27-06-2022,1,629531,587,628535,1,996,628535,0
7831,212,212023,AP0212023_270622APB_FTO_108811,Bank,27-06-2022,1,122304,90,121045,1,1259,121045,0
7832,212,212023,AP0212023_270622APB_FTO_108836,Bank,27-06-2022,1,177526,132,177526,0,0,177526,0
7833,212,212023,AP0212023_270622APB_FTO_108861,Bank,27-06-2022,1,163165,129,163165,0,0,163165,0
7834,212,212023,AP0212023_270622APB_FTO_108876,Bank,27-06-2022,1,118777,93,116035,2,2742,116035,0
7835,212,212005,AP0212005_270622FTO_108878,Bank,27-06-2022,1,61506,54,60790,1,716,60790,0
7836,212,212005,AP0212005_270622APB_FTO_108897,Bank,27-06-2022,1,387729,350,384429,3,3300,384429,0
7837,212,212011,AP0212011_270622APB_FTO_108917,Bank,27-06-2022,1,104095,114,104095,0,0,104095,0
7838,212,212011,AP0212011_270622FTO_108928,Bank,27-06-2022,1,8361,10,8361,0,0,8361,0
7839,212,212013,AP0212013_270622FTO_108929,Bank,27-06-2022,1,99508,79,99508,0,0,99508,0
7840,212,212018,AP0212018_270622FTO_108934,Bank,27-06-2022,1,1399,1,1399,0,0,1399,0
7841,212,212018,AP0212018_270622APB_FTO_108942,Bank,27-06-2022,1,15389,11,15389,0,0,15389,0
7842,212,212013,AP0212013_270622APB_FTO_108979,Bank,27-06-2022,1,548345,499,544367,3,3978,544367,0
7843,212,212023,AP0212023_270622APB_FTO_109032,Bank,27-06-2022,1,147092,114,144291,2,2801,144291,0
7844,212,212032,AP0212032_270622FTO_109045,Bank,28-06-2022,1,36877,32,36877,0,0,36877,0
7845,212,212032,AP0212032_270622APB_FTO_109058,Bank,28-06-2022,1,99496,112,95230,2,4266,95230,0
7846,212,212023,AP0212023_270622APB_FTO_109060,Bank,27-06-2022,1,207921,165,204092,3,3829,204092,0
7847,212,212023,AP0212023_270622APB_FTO_109086,Bank,27-06-2022,1,155371,137,155371,0,0,155371,0
7848,212,212023,AP0212023_270622APB_FTO_109121,Bank,27-06-2022,1,159905,150,157517,3,2388,157517,0
7849,212,212023,AP0212023_270622APB_FTO_109137,Bank,27-06-2022,1,117867,123,116919,1,948,116919,0
7850,212,212023,AP0212023_270622APB_FTO_109155,Bank,27-06-2022,1,112418,106,111390,1,1028,111390,0
7851,212,212025,AP0212025_270622FTO_109158,Bank,27-06-2022,1,18504,9,18504,0,0,18504,0
7852,212,212023,AP0212023_270622APB_FTO_109159,Bank,27-06-2022,1,3560,4,3560,0,0,3560,0
7853,212,212025,AP0212025_270622APB_FTO_109210,Bank,27-06-2022,1,51657,28,51657,0,0,51657,0
7854,212,212003,AP0212003_270622FTO_109216,Bank,27-06-2022,1,61376,53,61376,0,0,61376,0
7855,212,212025,AP0212025_270622FTO_109217,Bank To Cooperative,27-06-2022,1,1542,0,0,0,0,0,0
7856,212,212003,AP0212003_270622APB_FTO_109221,Bank,27-06-2022,1,70991,57,70991,0,0,70991,0
7857,212,212026,AP0212026_270622FTO_109224,Bank,27-06-2022,1,5796,4,5796,0,0,5796,0
7858,212,212026,AP0212026_270622APB_FTO_109231,Bank,27-06-2022,1,81073,59,81073,0,0,81073,0
7859,212,212007,AP0212007_270622FTO_109263,Bank,27-06-2022,1,15071,15,15071,0,0,15071,0
7860,212,212007,AP0212007_270622APB_FTO_109294,Bank,27-06-2022,1,154910,154,154910,0,0,154910,0
7861,212,212011,AP0212011_270622FTO_109414,Bank,27-06-2022,1,14842,16,14842,0,0,14842,0
7862,212,212011,AP0212011_270622APB_FTO_109425,Bank,27-06-2022,1,161557,159,161557,0,0,161557,0
7863,212,212001,AP0212001_270622FTO_109613,Bank,28-06-2022,1,56303,57,56303,0,0,56303,0
7864,212,212032,AP0212032_270622FTO_109695,Bank,28-06-2022,1,1542,2,1542,0,0,1542,0
7865,212,212029,AP0212029_270622FTO_109748,Bank,28-06-2022,1,41163,35,39807,1,1356,39807,0
7866,212,212029,AP0212029_270622APB_FTO_109763,Bank,28-06-2022,1,509095,548,506848,2,2247,506848,0
7867,212,212032,AP0212032_270622FTO_109780,Bank,28-06-2022,1,10244,12,10244,0,0,10244,0
7868,212,212032,AP0212032_270622APB_FTO_109798,Bank,28-06-2022,1,69485,93,69485,0,0,69485,0
7869,212,212013,AP0212013_270622FTO_109829,Bank,27-06-2022,1,34490,21,34490,0,0,34490,0
7870,212,212013,AP0212013_270622APB_FTO_109834,Bank,27-06-2022,1,57248,44,57248,0,0,57248,0
7871,212,212034,AP0212034_280622FTO_109930,Bank,28-06-2022,1,27264,20,25891,1,1373,25891,0
7872,212,212034,AP0212034_280622APB_FTO_109931,Bank,28-06-2022,1,101253,86,101253,0,0,101253,0
7873,212,212018,AP0212018_280622FTO_109942,Bank,28-06-2022,1,20441,23,20441,0,0,20441,0
7874,212,212018,AP0212018_280622APB_FTO_109944,Bank,28-06-2022,1,209685,267,205258,4,4427,205258,0
7875,212,212004,AP0212004_280622FTO_109970,Bank,28-06-2022,1,26461,20,25612,1,849,25612,0
7876,212,212004,AP0212004_280622APB_FTO_109974,Bank,28-06-2022,1,102460,89,101403,1,1057,101403,0
7877,212,212004,AP0212004_280622FTO_109976,Bank To Cooperative,28-06-2022,1,849,0,0,0,0,0,0
7878,212,212011,AP0212011_280622FTO_110163,Bank,28-06-2022,1,18162,15,18162,0,0,18162,0
7879,212,212025,AP0212025_280622FTO_110483,Bank,28-06-2022,1,55562,41,54393,1,1169,54393,0
7880,212,212029,AP0212029_280622FTO_110488,Bank,28-06-2022,1,13800,26,13800,0,0,13800,0
7881,212,212025,AP0212025_280622APB_FTO_110496,Bank,28-06-2022,1,80059,64,75619,4,4440,75619,0
7882,212,212029,AP0212029_280622APB_FTO_110505,Bank,28-06-2022,1,113896,208,113896,0,0,113896,0
7883,212,212025,AP0212025_280622APB_FTO_110510,Bank,28-06-2022,1,152410,148,150483,2,1927,150483,0
7884,212,212025,AP0212025_280622FTO_110608,Bank,28-06-2022,1,1566,2,1566,0,0,1566,0
7885,212,212025,AP0212025_280622APB_FTO_110625,Bank,28-06-2022,1,52745,54,50341,2,2404,50341,0
7886,212,212012,AP0212012_280622APB_FTO_110632,Bank,28-06-2022,1,122592,134,122592,0,0,122592,0
7887,212,212012,AP0212012_280622FTO_110633,Bank,28-06-2022,1,8928,12,8928,0,0,8928,0
7888,212,212019,AP0212019_280622FTO_110825,Bank,28-06-2022,1,53188,44,53188,0,0,53188,0
7889,212,212019,AP0212019_280622APB_FTO_110849,Bank,28-06-2022,1,408734,327,404392,3,4342,404392,0
7890,212,212010,AP0212010_280622FTO_110851,Bank,28-06-2022,1,3568,4,3568,0,0,3568,0
7891,212,212025,AP0212025_280622FTO_110931,Bank,28-06-2022,1,10944,6,10944,0,0,10944,0
7892,212,212025,AP0212025_280622APB_FTO_110940,Bank,28-06-2022,1,50529,38,50529,0,0,50529,0
7893,212,212025,AP0212025_280622FTO_110947,Bank To Cooperative,28-06-2022,1,1186,0,0,0,0,0,0
7894,212,212010,AP0212010_280622APB_FTO_111087,Bank,29-06-2022,1,97518,104,97518,0,0,97518,0
7895,212,212024,AP0212024_280622FTO_111165,Bank,28-06-2022,1,31151,30,31151,0,0,31151,0
